,t,ax,ay,az,wx,wy,wz
1796,5905.0,6.91,-0.82,2.39,-4.94,-5.02,-0.09
1797,5908.0,6.9,-1.58,1.8,-5.09,-4.93,-0.02
1798,5912.0,7.04,-2.5,0.78,-4.33,-4.78,-0.15
1799,5915.0,7.12,-2.76,-0.55,-3.29,-4.61,-0.29
1800,5918.0,7.19,-2.83,-1.57,-2.65,-4.26,-0.39
1801,5921.0,7.4,-2.9,-1.92,-2.22,-3.82,-0.47
1802,5925.0,7.67,-3.67,-1.51,-1.64,-3.25,-0.53
1803,5928.0,7.71,-4.82,-0.49,-1.31,-2.87,-0.6
1804,5931.0,7.71,-5.84,0.88,-1.05,-2.59,-0.73
1805,5935.0,7.73,-6.73,2.33,-0.84,-2.42,-0.95
1806,5938.0,7.65,-7.49,3.1,-0.76,-2.37,-1.13
1807,5941.0,7.65,-8.14,3.85,-0.71,-2.38,-1.38
1808,5944.0,7.71,-8.26,4.53,-0.72,-2.47,-1.66
1809,5948.0,7.85,-7.51,5.09,-0.83,-2.69,-2.02
1810,5951.0,8.0,-6.52,5.06,-0.95,-2.92,-2.24
1811,5954.0,8.09,-5.5,4.62,-1.05,-3.16,-2.39
1812,5957.0,8.13,-4.61,3.88,-1.14,-3.38,-2.48
1813,5961.0,8.19,-3.62,3.07,-1.2,-3.63,-2.56
1814,5964.0,8.27,-2.95,2.82,-1.24,-3.83,-2.57
1815,5967.0,8.32,-2.35,2.75,-1.31,-4.04,-2.57
1816,5970.0,8.37,-1.88,2.6,-1.37,-4.28,-2.54
1817,5974.0,8.3,-1.62,2.11,-1.46,-4.6,-2.48
1818,5977.0,8.21,-1.7,1.61,-1.52,-4.79,-2.44
1819,5980.0,8.06,-1.92,1.07,-1.54,-4.93,-2.44
1820,5984.0,8.0,-2.05,0.41,-1.43,-5.03,-2.47
1821,5987.0,8.01,-1.94,-0.51,-1.34,-5.04,-2.51
1822,5990.0,8.13,-1.68,-1.12,-1.26,-4.97,-2.53
1823,5993.0,8.32,-1.34,-1.66,-1.15,-4.86,-2.52
1824,5997.0,8.57,-0.85,-2.35,-1.03,-4.65,-2.47
1825,6000.0,8.78,-0.46,-2.75,-0.94,-4.46,-2.41
1826,6003.0,9.0,-0.12,-2.99,-0.84,-4.26,-2.34
1827,6006.0,9.34,0.04,-2.99,-0.78,-4.07,-2.26
1828,6010.0,9.67,0.4,-3.0,-0.68,-3.88,-2.18
1829,6013.0,9.87,0.79,-2.94,-0.59,-3.77,-2.09
1830,6016.0,10.15,0.95,-2.89,-0.55,-3.68,-1.99
1831,6020.0,10.35,0.91,-2.89,-0.52,-3.62,-1.89
1832,6023.0,10.48,0.7,-2.71,-0.45,-3.55,-1.76
1833,6036.0,9.57,-0.37,-2.26,-0.19,-3.53,-1.47
1834,6040.0,9.39,-0.5,-2.38,-0.11,-3.52,-1.43
1835,6043.0,9.26,-0.63,-2.46,0.01,-3.48,-1.38
1836,6046.0,9.25,-0.74,-2.33,0.11,-3.46,-1.34
1837,6049.0,9.3,-1.02,-2.12,0.21,-3.46,-1.31
1838,6053.0,9.31,-1.55,-1.92,0.29,-3.47,-1.29
1839,6056.0,9.29,-2.33,-1.7,0.39,-3.51,-1.31
1840,6059.0,9.26,-2.8,-1.71,0.44,-3.55,-1.36
1841,6062.0,9.17,-3.11,-1.85,0.49,-3.57,-1.44
1842,6066.0,9.19,-3.06,-2.12,0.54,-3.58,-1.52
1843,6069.0,9.35,-2.65,-2.77,0.59,-3.56,-1.61
1844,6072.0,9.54,-2.29,-3.35,0.62,-3.51,-1.66
1845,6075.0,9.77,-2.0,-3.89,0.65,-3.43,-1.68
1846,6079.0,10.11,-1.7,-4.43,0.68,-3.29,-1.7
1847,6082.0,10.34,-1.49,-4.6,0.69,-3.19,-1.71
1848,6085.0,10.57,-1.17,-4.5,0.72,-3.09,-1.71
1849,6089.0,10.78,-0.74,-4.25,0.74,-3.04,-1.69
1850,6092.0,10.96,-0.13,-4.03,0.76,-3.05,-1.61
1851,6095.0,11.0,0.24,-4.12,0.79,-3.08,-1.53
1852,6098.0,10.94,0.43,-4.34,0.82,-3.1,-1.42
1853,6102.0,10.91,0.42,-4.63,0.85,-3.1,-1.31
1854,6105.0,10.87,0.25,-5.01,0.87,-3.08,-1.22
1855,6108.0,10.86,0.11,-5.5,0.89,-2.99,-1.13
1856,6111.0,10.83,0.18,-5.77,0.91,-2.9,-1.07
1857,6114.0,10.79,0.37,-5.94,0.93,-2.8,-1.0
1858,6118.0,10.76,0.58,-6.12,0.96,-2.7,-0.92
1859,6121.0,10.7,0.84,-6.4,0.99,-2.55,-0.8
1860,6124.0,10.69,0.92,-6.66,1.01,-2.44,-0.69
1861,6127.0,10.64,0.81,-6.81,1.03,-2.31,-0.59
1862,6131.0,10.63,0.53,-6.76,1.05,-2.19,-0.51
1863,6134.0,10.54,0.11,-6.29,1.09,-2.06,-0.44
1864,6137.0,10.45,0.01,-5.78,1.1,-2.01,-0.4
1865,6140.0,10.37,0.07,-5.41,1.11,-2.01,-0.37
1866,6144.0,10.4,0.12,-5.32,1.1,-2.04,-0.32
1867,6147.0,10.51,0.03,-5.42,1.11,-2.08,-0.25
1868,6150.0,10.56,-0.09,-5.36,1.14,-2.11,-0.22
1869,6153.0,10.61,-0.18,-5.15,1.16,-2.15,-0.19
1870,6157.0,10.59,-0.37,-5.02,1.17,-2.22,-0.17
1871,6160.0,10.48,-0.64,-5.06,1.15,-2.32,-0.19
1872,6163.0,10.37,-0.59,-5.24,1.12,-2.38,-0.22
1873,6167.0,10.35,-0.31,-5.56,1.09,-2.41,-0.25
1874,6170.0,10.37,-0.07,-5.93,1.07,-2.41,-0.26
1875,6173.0,10.39,-0.1,-6.21,1.04,-2.35,-0.26
1876,6176.0,10.42,-0.17,-6.28,1.02,-2.29,-0.27
1877,6180.0,10.43,-0.25,-6.32,0.98,-2.23,-0.27
1878,6183.0,10.46,-0.31,-6.38,0.95,-2.17,-0.28
1879,6186.0,10.41,-0.34,-6.5,0.9,-2.07,-0.3
1880,6189.0,10.38,-0.25,-6.63,0.88,-2.0,-0.3
1881,6193.0,10.33,-0.08,-6.79,0.87,-1.91,-0.3
1882,6196.0,10.29,0.14,-7.02,0.86,-1.79,-0.27
1883,6199.0,10.23,0.24,-7.23,0.86,-1.7,-0.25
1884,6202.0,10.17,0.36,-7.42,0.86,-1.59,-0.22
1885,6206.0,10.1,0.49,-7.51,0.86,-1.47,-0.19
1886,6219.0,9.77,0.55,-7.26,0.87,-0.93,-0.02
1887,6222.0,9.7,0.47,-7.14,0.87,-0.84,0.01
1888,6226.0,9.69,0.42,-7.06,0.86,-0.75,0.03
1889,6229.0,9.68,0.35,-7.02,0.85,-0.66,0.05
1890,6232.0,9.67,0.22,-7.02,0.82,-0.56,0.08
1891,6235.0,9.6,0.15,-7.1,0.8,-0.48,0.09
1892,6238.0,9.52,0.17,-7.21,0.78,-0.39,0.1
1893,6242.0,9.44,0.27,-7.34,0.76,-0.3,0.12
1894,6245.0,9.32,0.36,-7.43,0.73,-0.19,0.14
1895,6248.0,9.19,0.44,-7.49,0.72,-0.03,0.18
1896,6251.0,9.09,0.43,-7.51,0.71,0.09,0.22
1897,6255.0,9.03,0.4,-7.53,0.71,0.22,0.25
1898,6258.0,9.0,0.4,-7.46,0.7,0.35,0.28
1899,6261.0,9.03,0.38,-7.39,0.7,0.52,0.32
1900,6264.0,9.02,0.34,-7.37,0.7,0.64,0.35
1901,6267.0,9.05,0.28,-7.41,0.69,0.76,0.38
1902,6271.0,9.09,0.22,-7.47,0.68,0.9,0.41
1903,6274.0,9.13,0.1,-7.5,0.67,1.04,0.44
1904,6277.0,9.17,-0.08,-7.52,0.66,1.25,0.47
1905,6280.0,9.2,-0.3,-7.55,0.65,1.41,0.49
1906,6283.0,9.13,-0.48,-7.35,0.63,1.59,0.48
1907,6287.0,9.03,-0.53,-6.58,0.52,1.75,0.47
1908,6290.0,8.95,-0.4,-4.75,0.23,1.8,0.49
1909,6293.0,8.71,-0.32,-4.45,-0.03,1.67,0.51
1910,6296.0,8.48,-0.08,-5.34,-0.1,1.67,0.51
1911,6300.0,8.38,0.24,-6.11,-0.14,1.81,0.51
1912,6303.0,8.42,0.24,-6.49,-0.19,2.04,0.5
1913,6306.0,8.8,-0.14,-6.23,-0.26,2.38,0.46
1914,6309.0,9.11,-0.42,-5.84,-0.26,2.59,0.39
1915,6313.0,9.39,-0.59,-5.58,-0.25,2.77,0.3
1916,6316.0,9.56,-0.85,-5.26,-0.25,2.94,0.2
1917,6319.0,9.74,-1.31,-4.65,-0.26,3.12,0.05
1918,6322.0,9.93,-1.6,-4.25,-0.29,3.2,-0.08
1919,6326.0,10.09,-1.76,-4.06,-0.34,3.27,-0.21
1920,6329.0,10.13,-1.87,-3.91,-0.42,3.33,-0.31
1921,6332.0,10.1,-2.08,-3.78,-0.54,3.38,-0.43
1922,6335.0,10.15,-1.98,-3.68,-0.64,3.42,-0.52
1923,6339.0,10.17,-1.85,-3.6,-0.72,3.43,-0.6
1924,6342.0,10.21,-1.74,-3.76,-0.78,3.44,-0.67
1925,6345.0,10.04,-1.64,-4.15,-0.89,3.45,-0.83
1926,6349.0,10.37,-1.59,-4.39,-1.06,3.5,-0.94
1927,6352.0,10.52,-1.28,-4.07,-1.18,3.54,-1.02
1928,6355.0,10.39,-1.21,-3.92,-1.23,3.52,-1.1
1929,6358.0,10.24,-1.17,-3.77,-1.31,3.48,-1.21
1930,6362.0,10.16,-1.24,-3.44,-1.36,3.43,-1.3
1931,6365.0,10.17,-1.19,-3.3,-1.37,3.34,-1.4
1932,6368.0,10.18,-0.88,-3.45,-1.43,3.25,-1.5
1933,6371.0,10.24,-0.82,-3.39,-1.47,3.21,-1.55
1934,6375.0,10.17,-0.74,-3.52,-1.52,3.17,-1.61
1935,6378.0,10.52,-0.6,-4.54,-1.48,3.18,-1.65
1936,6381.0,10.91,-0.22,-4.91,-1.34,3.32,-1.67
1937,6384.0,11.23,-0.17,-5.26,-1.14,3.43,-1.65
1938,6388.0,10.82,-0.19,-4.61,-0.96,3.56,-1.68
1939,6391.0,11.67,0.83,-6.44,-0.8,3.71,-1.58
1940,6394.0,11.61,1.45,-6.87,0.01,4.12,-1.43
1941,6397.0,11.26,2.06,-5.88,0.17,4.43,-1.23
1942,6401.0,11.94,3.51,-7.55,0.77,4.69,-0.94
1943,6404.0,12.49,5.52,-10.38,1.83,5.17,-0.55
1944,6407.0,13.5,9.67,-14.32,3.3,6.07,0.13
1945,6410.0,11.0,11.03,-8.39,3.91,7.41,1.22
1946,6414.0,9.21,8.77,-1.93,3.15,7.63,1.94
1947,6417.0,7.92,5.61,1.02,2.94,7.2,2.33
1948,6420.0,7.05,2.81,0.94,3.2,6.64,2.45
1949,6423.0,6.32,0.73,0.34,3.62,6.2,2.47
1950,6426.0,5.75,-0.4,0.38,4.09,5.86,2.37
1951,6430.0,5.74,-1.26,1.25,4.05,5.7,2.35
1952,6433.0,6.06,-2.52,2.37,3.63,5.51,2.3
1953,6436.0,6.78,-3.69,3.3,3.08,5.25,2.13
1954,6439.0,7.6,-4.37,3.92,2.75,4.94,1.85
1955,6442.0,8.57,-4.25,4.37,2.76,4.45,1.38
1956,6446.0,9.09,-3.65,4.59,2.84,4.08,1.06
1957,6449.0,9.42,-3.77,4.42,2.84,3.69,0.87
1958,6452.0,9.82,-2.47,4.04,2.69,3.36,0.62
1959,6455.0,10.08,-1.26,3.84,2.61,2.96,0.52
1960,6458.0,10.14,-1.08,3.54,2.55,2.69,0.51
1961,6462.0,10.11,-1.24,3.19,2.45,2.44,0.5
1962,6465.0,10.15,-1.34,2.87,2.38,2.23,0.47
1963,6468.0,10.27,-1.23,2.58,2.35,2.04,0.42
1964,6471.0,10.48,-0.74,2.26,2.28,1.84,0.34
1965,6475.0,10.61,-0.34,2.02,2.21,1.71,0.3
1966,6478.0,10.67,-0.07,1.8,2.15,1.62,0.29
1967,6481.0,10.72,0.16,1.58,2.08,1.55,0.28
1968,6484.0,10.7,0.34,1.44,1.99,1.5,0.3
1969,6487.0,9.22,0.51,1.41,1.8,1.36,0.4
1970,6491.0,6.49,0.03,-0.81,0.61,1.24,0.74
1971,6494.0,5.05,-0.28,-4.94,-2.43,1.58,1.25
1972,6497.0,7.01,0.81,-4.88,-5.4,2.58,1.73
1973,6500.0,8.19,0.27,-0.05,-6.1,3.1,1.97
1974,6503.0,9.21,-1.98,5.22,-4.81,2.63,1.62
1975,6507.0,9.69,-2.9,5.54,-3.6,2.0,1.2
1976,6510.0,10.16,-3.34,4.49,-2.59,1.55,0.81
1977,6513.0,10.58,-3.57,4.09,-1.86,1.29,0.48
1978,6516.0,11.02,-3.21,5.04,-1.05,0.93,0.11
1979,6520.0,11.18,-2.87,5.66,-0.5,0.55,-0.08
1980,6523.0,11.22,-3.07,5.48,-0.23,0.17,-0.22
1981,6526.0,11.05,-3.67,4.93,-0.28,-0.12,-0.37
1982,6529.0,10.43,-4.14,4.73,-0.6,-0.37,-0.66
1983,6533.0,9.14,-4.41,5.21,-0.76,-0.62,-0.93
1984,6536.0,9.23,-3.86,5.64,-0.76,-0.93,-1.2
1985,6539.0,10.43,-2.31,6.47,-0.78,-1.3,-1.33
1986,6542.0,10.46,-1.57,7.81,-0.76,-2.1,-1.29
1987,6546.0,10.33,-1.62,7.91,-0.62,-2.85,-1.29
1988,6549.0,10.17,-1.49,7.43,-0.51,-3.57,-1.3
1989,6552.0,10.02,-1.38,6.6,-0.42,-4.22,-1.3
1990,6556.0,9.8,-1.52,5.1,-0.36,-4.89,-1.32
1991,6559.0,9.57,-1.72,3.92,-0.37,-5.22,-1.36
1992,6562.0,8.49,-2.17,2.84,-0.37,-5.42,-1.44
1993,6565.0,8.15,-2.33,1.34,-0.36,-5.44,-1.59
1994,6569.0,7.43,-1.94,0.85,-0.5,-5.24,-1.7
1995,6572.0,5.94,-2.29,-0.16,-0.38,-5.15,-1.88
1996,6575.0,5.89,-2.0,-0.56,-0.32,-4.89,-2.03
1997,6578.0,7.3,-1.08,0.07,-0.27,-4.66,-2.11
1998,6582.0,8.77,0.13,1.23,-0.21,-4.65,-2.04
1999,6585.0,8.7,0.44,1.01,-0.14,-4.8,-1.93
2000,6588.0,8.42,0.27,0.16,0.0,-4.9,-1.83
2001,6591.0,8.46,0.01,-0.37,0.17,-4.89,-1.77
2002,6595.0,8.37,-0.23,-0.41,0.38,-4.81,-1.71
2003,6598.0,8.44,-0.59,-0.53,0.55,-4.72,-1.7
2004,6601.0,8.72,-1.06,-0.18,0.74,-4.6,-1.72
2005,6604.0,9.95,-1.19,1.37,0.89,-4.48,-1.77
2006,6608.0,10.31,-1.93,2.35,0.98,-4.68,-1.82
2007,6611.0,10.08,-2.59,2.53,1.1,-4.77,-1.9
2008,6614.0,9.73,-3.4,2.12,1.19,-4.89,-2.05
2009,6617.0,10.38,-3.34,2.86,1.14,-4.9,-2.21
2010,6621.0,9.55,-3.19,2.89,0.9,-5.15,-2.38
2011,6624.0,8.47,-2.81,1.42,0.7,-5.24,-2.51
2012,6627.0,7.88,-0.89,-0.07,0.22,-5.14,-2.61
2013,6630.0,7.88,1.68,-1.64,-0.87,-4.91,-2.44
2014,6634.0,7.64,1.12,-3.51,-1.13,-4.58,-2.08
2015,6637.0,7.93,0.47,-3.67,-0.58,-4.35,-2.06
2016,6640.0,8.8,0.02,-3.15,-0.51,-4.24,-2.03
2017,6643.0,9.51,-0.38,-3.35,-0.69,-4.17,-2.01
2018,6657.0,10.35,-0.69,-2.66,-0.88,-4.56,-2.37
2019,6660.0,9.97,-0.51,-2.9,-0.83,-4.82,-2.51
2020,6663.0,9.49,-0.27,-3.06,-0.85,-5.08,-2.64
2021,6667.0,8.71,0.06,-3.35,-0.92,-5.45,-2.8
2022,6670.0,8.17,0.3,-3.68,-0.94,-5.71,-2.91
2023,6673.0,7.71,0.58,-4.04,-0.95,-5.94,-3.0
2024,6677.0,7.29,0.99,-4.46,-0.98,-6.22,-3.1
2025,6680.0,7.12,1.26,-4.77,-1.01,-6.41,-3.15
2026,6683.0,7.05,1.51,-5.1,-1.05,-6.57,-3.17
2027,6686.0,7.07,1.71,-5.49,-1.07,-6.7,-3.18
2028,6690.0,7.11,1.94,-6.13,-1.06,-6.79,-3.19
2029,6693.0,7.17,2.07,-6.66,-0.96,-6.79,-3.2
2030,6696.0,7.2,2.18,-7.23,-0.83,-6.73,-3.23
2031,6699.0,7.27,2.31,-7.68,-0.75,-6.61,-3.25
2032,6703.0,7.38,2.57,-8.13,-0.67,-6.39,-3.29
2033,6706.0,7.37,2.88,-8.39,-0.64,-6.2,-3.31
2034,6709.0,7.28,3.22,-8.56,-0.62,-6.0,-3.32
2035,6712.0,7.18,3.59,-8.68,-0.59,-5.81,-3.32
2036,6716.0,7.04,4.05,-8.66,-0.57,-5.58,-3.29
2037,6719.0,6.93,4.29,-8.54,-0.58,-5.44,-3.26
2038,6722.0,6.82,4.4,-8.46,-0.6,-5.33,-3.21
2039,6725.0,6.65,4.43,-8.46,-0.62,-5.22,-3.17
2040,6729.0,6.5,4.44,-8.45,-0.67,-5.08,-3.1
2041,6732.0,6.41,4.44,-8.47,-0.7,-4.97,-3.04
2042,6735.0,6.38,4.44,-8.49,-0.73,-4.86,-2.98
2043,6739.0,6.39,4.39,-8.61,-0.77,-4.74,-2.91
2044,6742.0,6.51,4.32,-8.72,-0.81,-4.56,-2.83
2045,6745.0,6.62,4.27,-8.74,-0.83,-4.43,-2.78
2046,6748.0,6.86,4.49,-8.77,-0.81,-4.31,-2.73
2047,6752.0,6.9,4.6,-9.01,-0.68,-4.19,-2.68
2048,6755.0,6.87,4.57,-8.9,-0.71,-4.01,-2.6
2049,6758.0,6.85,4.46,-8.74,-0.85,-3.89,-2.53
2050,6761.0,6.77,4.31,-8.83,-1.02,-3.79,-2.49
2051,6765.0,6.68,4.2,-9.23,-1.06,-3.61,-2.47
2052,6768.0,6.6,4.27,-9.17,-1.01,-3.46,-2.48
2053,6771.0,6.56,4.36,-9.17,-0.96,-3.33,-2.47
2054,6774.0,6.46,4.38,-9.15,-0.93,-3.2,-2.45
2055,6778.0,6.38,4.35,-8.99,-0.95,-3.04,-2.43
2056,6781.0,6.3,4.16,-8.95,-1.04,-2.94,-2.41
2057,6784.0,6.37,4.21,-9.11,-1.07,-2.84,-2.42
2058,6787.0,6.39,4.28,-9.08,-0.98,-2.76,-2.43
2059,6791.0,6.34,4.25,-9.12,-0.97,-2.67,-2.44
2060,6794.0,6.34,4.3,-9.14,-0.99,-2.6,-2.47
2061,6797.0,6.31,4.52,-9.15,-1.07,-2.54,-2.48
2062,6801.0,6.32,4.84,-9.49,-1.09,-2.48,-2.49
2063,6804.0,6.26,5.26,-9.7,-1.18,-2.36,-2.48
2064,6807.0,6.22,5.57,-9.63,-1.35,-2.27,-2.46
2065,6810.0,6.05,6.0,-10.16,-1.48,-2.19,-2.44
2066,6814.0,6.0,6.33,-10.7,-1.38,-2.05,-2.43
2067,6817.0,6.08,6.6,-10.36,-1.38,-1.84,-2.38
2068,6820.0,6.02,6.6,-10.13,-1.52,-1.72,-2.31
2069,6823.0,5.86,6.53,-10.3,-1.64,-1.6,-2.25
2070,6827.0,5.64,6.56,-10.4,-1.63,-1.45,-2.22
2071,6830.0,5.48,6.51,-10.09,-1.51,-1.24,-2.17
2072,6833.0,5.31,6.36,-9.68,-1.51,-1.11,-2.14
2073,6836.0,5.15,6.24,-9.41,-1.49,-1.01,-2.11
2074,6840.0,4.94,6.17,-9.08,-1.48,-0.93,-2.09
2075,6843.0,4.74,6.34,-8.95,-1.44,-0.85,-2.05
2076,6846.0,4.6,6.73,-8.84,-1.5,-0.77,-2.0
2077,6849.0,4.42,7.35,-9.25,-1.56,-0.66,-1.92
2078,6853.0,4.39,8.07,-9.47,-1.61,-0.41,-1.77
2079,6856.0,4.49,8.44,-9.27,-1.74,-0.22,-1.61
2080,6859.0,4.65,8.53,-9.34,-1.87,-0.04,-1.45
2081,6863.0,4.81,8.53,-9.39,-2.02,0.14,-1.29
2082,6876.0,5.48,10.44,-12.14,-2.39,1.18,-0.37
2083,6879.0,5.62,10.95,-12.9,-2.46,1.52,-0.1
2084,6882.0,5.15,11.63,-16.15,-1.91,1.87,0.08
2085,6886.0,4.54,12.31,-18.84,-0.86,2.57,0.16
2086,6889.0,5.05,13.18,-16.9,0.13,3.62,0.42
2087,6892.0,5.39,12.55,-15.11,0.3,4.14,0.71
2088,6895.0,5.62,11.36,-14.56,0.17,4.56,0.93
2089,6899.0,6.17,10.37,-14.36,-0.01,5.0,1.05
2090,6902.0,7.29,9.9,-15.41,-0.4,5.89,1.12
2091,6905.0,7.35,9.84,-13.06,-0.27,6.32,1.1
2092,6908.0,6.79,9.66,-13.03,-0.28,6.65,1.06
2093,6911.0,5.99,9.68,-12.16,-0.45,7.12,1.09
2094,6915.0,5.76,9.5,-10.52,-0.31,7.3,1.07
2095,6918.0,5.02,8.52,-9.56,-0.05,7.29,0.94
2096,6921.0,4.01,7.35,-9.84,0.18,7.38,0.6
2097,6924.0,3.87,7.32,-9.31,0.42,7.55,0.17
2098,6928.0,4.33,7.94,-8.32,0.68,7.61,-0.07
2099,6931.0,4.32,8.67,-7.41,1.01,7.52,-0.14
2100,6934.0,4.66,8.95,-6.78,1.21,7.4,-0.1
2101,6937.0,4.46,9.25,-6.9,1.32,7.25,0.03
2102,6941.0,3.87,9.47,-7.1,1.41,7.19,0.2
2103,6944.0,3.65,9.35,-7.19,1.43,7.18,0.39
2104,6947.0,3.92,9.28,-7.06,1.38,7.16,0.74
2105,6950.0,4.15,9.09,-6.75,1.35,7.13,1.0
2106,6953.0,4.23,8.77,-6.52,1.29,7.11,1.23
2107,6957.0,4.58,8.56,-6.41,1.11,7.1,1.44
2108,6960.0,5.1,8.61,-6.29,0.9,7.09,1.63
2109,6963.0,6.1,8.78,-6.02,0.76,7.05,1.87
2110,6966.0,6.48,8.7,-5.73,0.65,7.01,2.06
2111,6969.0,6.5,8.5,-5.8,0.46,6.96,2.23
2112,6973.0,6.37,8.42,-6.35,0.55,6.97,2.35
2113,6976.0,6.27,8.39,-6.25,1.02,7.02,2.43
2114,6979.0,6.11,8.06,-5.81,1.09,7.06,2.55
2115,6982.0,5.9,7.47,-5.66,1.0,7.05,2.64
2116,6986.0,5.44,7.05,-5.7,1.23,7.03,2.64
2117,6989.0,4.96,6.81,-5.46,1.72,6.99,2.57
2118,6992.0,5.24,6.63,-4.42,2.22,6.83,2.48
2119,6995.0,5.4,6.37,-3.91,2.18,6.63,2.47
2120,6998.0,5.52,6.16,-4.16,2.09,6.43,2.44
2121,7002.0,5.84,6.23,-4.52,2.18,6.25,2.36
2122,7005.0,5.95,6.52,-4.92,2.35,6.08,2.26
2123,7008.0,6.28,7.07,-3.9,2.73,5.85,2.14
2124,7011.0,6.28,6.74,-3.81,2.47,5.61,2.16
2125,7014.0,6.62,6.36,-4.35,2.33,5.47,2.12
2126,7018.0,7.21,6.32,-4.34,2.11,5.34,2.07
2127,7021.0,7.43,6.31,-4.82,1.99,5.21,2.01
2128,7024.0,7.49,6.2,-4.45,1.72,5.12,1.92
2129,7027.0,6.98,5.64,-4.31,1.19,5.09,1.9
2130,7031.0,6.82,4.95,-3.96,0.7,5.1,1.78
2131,7034.0,7.14,4.67,-3.64,0.2,5.1,1.63
2132,7037.0,7.52,4.57,-3.99,-0.2,5.13,1.45
2133,7040.0,7.04,4.87,-4.44,-0.09,5.25,1.2
2134,7043.0,5.98,4.9,-3.85,0.15,5.38,1.04
2135,7047.0,6.14,4.57,-3.53,0.25,5.53,0.92
2136,7050.0,6.72,4.39,-3.5,0.41,5.7,0.85
2137,7053.0,7.05,4.81,-3.15,0.77,5.98,0.78
2138,7056.0,6.78,4.82,-2.46,0.95,6.15,0.86
2139,7059.0,6.8,4.64,-1.77,0.98,6.3,0.94
2140,7063.0,6.59,4.45,-1.41,0.91,6.43,1.05
2141,7066.0,6.91,4.36,-0.91,0.77,6.55,1.15
2142,7069.0,6.84,4.43,-0.22,0.62,6.6,1.29
2143,7072.0,5.94,3.75,0.65,0.32,6.62,1.42
2144,7075.0,5.44,2.46,1.82,-0.12,6.62,1.49
2145,7079.0,5.88,1.76,3.12,-0.81,6.57,1.49
2146,7082.0,6.36,2.17,3.56,-1.51,6.33,1.47
2147,7085.0,6.7,3.4,2.47,-1.86,5.93,1.44
2148,7088.0,6.6,3.86,0.91,-1.69,5.74,1.43
2149,7092.0,6.78,4.46,-0.01,-1.32,5.7,1.42
2150,7095.0,7.2,5.13,-0.07,-1.0,5.74,1.47
2151,7098.0,7.85,5.54,1.24,-0.73,5.74,1.62
2152,7101.0,7.42,4.17,2.61,-0.49,5.52,1.58
2153,7104.0,8.86,4.03,2.38,-0.47,5.31,1.47
2154,7108.0,8.93,3.51,2.21,-0.9,5.17,1.44
2155,7111.0,8.85,3.45,2.34,-1.09,5.05,1.31
2156,7114.0,8.56,3.13,2.68,-1.24,4.85,1.12
2157,7117.0,8.85,3.56,2.84,-1.31,4.72,1.0
2158,7121.0,8.65,4.41,2.9,-1.25,4.55,0.98
2159,7124.0,7.9,4.64,4.67,-0.84,4.38,0.97
2160,7127.0,10.28,2.56,19.05,-3.57,3.21,1.1
2161,7130.0,10.29,4.39,14.11,-4.88,0.69,1.02
2162,7133.0,8.17,6.11,8.71,-5.39,0.13,1.14
2163,7137.0,7.06,5.34,7.06,-5.54,0.01,1.3
2164,7140.0,5.98,4.43,5.78,-5.11,0.05,1.4
2165,7143.0,4.58,4.04,4.86,-4.47,0.2,1.52
2166,7146.0,3.04,3.1,4.23,-3.1,0.38,1.26
2167,7149.0,2.33,1.92,3.85,-2.45,0.68,1.03
2168,7153.0,2.69,1.69,4.64,-2.18,0.7,0.83
2169,7156.0,5.02,2.42,3.9,-1.88,0.47,0.65
2170,7159.0,6.66,3.44,3.4,-1.99,0.23,0.96
2171,7162.0,5.71,3.13,2.82,-2.07,-0.2,1.32
2172,7166.0,6.17,2.4,2.93,-1.75,-0.4,1.24
2173,7169.0,7.57,1.98,2.65,-1.34,-0.57,1.04
2174,7172.0,7.78,1.73,1.1,-1.34,-0.84,0.93
2175,7175.0,7.19,0.76,0.23,-1.76,-0.93,0.81
2176,7178.0,7.05,0.29,0.7,-1.98,-0.91,0.58
2177,7182.0,7.26,0.74,1.6,-2.02,-0.87,0.37
2178,7185.0,7.63,1.55,2.11,-1.86,-0.8,0.26
2179,7188.0,8.66,2.27,2.52,-1.66,-0.66,0.29
2180,7191.0,9.2,2.34,2.81,-1.58,-0.64,0.37
2181,7195.0,9.66,2.2,2.92,-1.52,-0.67,0.45
2182,7198.0,9.73,2.12,2.75,-1.47,-0.72,0.52
2183,7201.0,9.42,1.97,2.84,-1.38,-0.75,0.56
2184,7204.0,8.7,1.72,2.77,-1.06,-0.83,0.56
2185,7208.0,8.21,1.52,1.98,-0.8,-0.87,0.53
2186,7211.0,7.79,1.35,1.2,-0.68,-0.85,0.51
2187,7214.0,7.18,1.17,0.62,-0.63,-0.74,0.5
2188,7217.0,6.68,0.87,0.26,-0.53,-0.44,0.49
2189,7220.0,6.51,0.72,0.15,-0.46,-0.18,0.48
2190,7224.0,6.58,0.63,0.16,-0.39,0.08,0.47
2191,7227.0,6.85,0.67,0.37,-0.34,0.33,0.48
2192,7230.0,7.23,0.74,0.66,-0.27,0.55,0.52
2193,7233.0,7.31,0.71,0.99,-0.17,0.77,0.61
2194,7237.0,7.44,0.6,1.29,-0.06,0.89,0.66
2195,7240.0,7.58,0.49,1.35,0.07,0.98,0.69
2196,7243.0,7.59,0.39,1.28,0.2,1.1,0.7
2197,7246.0,7.39,0.44,0.76,0.33,1.33,0.72
